HARD_RUN,REST,REST,REST,REST,REST,REST
EASY_RUN,HARD_RUN,HARD_RUN,LONG_RUN,LONG_RUN,REST,REST
HARD_RUN,REST,REST,REST,REST,REST,REST
EASY_RUN,HARD_RUN,HARD_RUN,LONG_RUN,LONG_RUN,REST,REST
HARD_RUN,REST,REST,REST,REST,REST,REST
